,decimalLatitude,decimalLongitude,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
Carex_kitaibeliana|YUG|spm00000539|Aulocystis,41.06880065,20.44106108,85.62162162,93.67567568,32.75675676,6528.081081,241.1621622,-39.51351351,280.6756757,34.78378378,146.3513514,169.6216216,3.324324324,845,105.3243243,38.21621622,29.48648649,293.4054054,128.1621622,142.8108108,253.7027027
Carex_klamathensis|ORE|spm00002069|Paniceae,40.91923388,-123.0810796,111.3888889,148.6111111,46.88888889,5831.555556,299.7222222,-13.44444444,313.1666667,46.55555556,188.5,188.8888889,43.88888889,1052.166667,194.2222222,5.5,77.94444444,539.8888889,34.61111111,40,513.5
Carex_kobomugi|VRG|spm00000979|Macrocephalae,35.56750983,136.0965881,140.3076923,77.47692308,26.23076923,7533.769231,289.7846154,-3.707692308,293.4923077,215.4615385,61.61538462,237.4153846,44.64615385,1666.046154,228.2153846,67.10769231,37.64615385,590.1230769,223.3384615,552.3692308,256.7384615
Carex_koshewnikowii|TZK|spm00003465|Aulocystis,35.7125,72.17375,69.5,99,28.875,8257.375,242.625,-95.75,338.375,42.875,96.625,173.375,-40.375,734.25,132.875,22.125,57,342.375,83.75,155.875,187.125
Carex_kraliana|ARK|spm00000981|Laxiflorae,34.57474833,-87.19212083,153.6666667,131.5833333,38.5,7646.75,319.25,-20.91666667,340.1666667,132.1666667,205.1666667,248.6666667,51.08333333,1406,153.8333333,81.91666667,17.5,414.25,272.5,317.75,388
Carex_krausei|ARK|spm00001639|Chlorostachyae,66.04105436,-51.99774834,-35.13953488,70.54069767,27.81686047,7728.680233,118.2151163,-166.2325581,284.4476744,19.42151163,-57.79651163,67.78488372,-125.3866279,825.625,101.3284884,45.22383721,35.13662791,268.3372093,144.6860465,199.9534884,218.1366279
Carex_lachenalii|ARK|spm00001640|Glareosae,64.37612654,-0.255549621,-7.544703452,66.92800236,26.80672765,6527.38625,129.056949,-123.7165831,252.773532,30.05827678,-17.87370906,79.6453231,-86.01077014,995.2882856,118.1943051,51.58866922,26.17202715,322.2106816,171.5023606,254.3586604,254.1026852
Carex_lacustris|MAN|spm00000991|Paludosae,44.82109233,-81.90615477,63.19767442,109.9302326,27.23837209,10055.42151,261.5116279,-138.5406977,400.0523256,142.1918605,-30.94186047,187.1540698,-71.99709302,907.627907,101.8284884,51.19767442,24.87790698,287.2732558,169.2296512,268.2354651,186.0145349
Carex_laeta|CHT|spm00003394|Clandestinae,30.00271551,95.64981983,31.14285714,131.4935065,42.97402597,6079,165.012987,-138.4545455,303.4675325,104.3246753,-42.90909091,105.012987,-49.87012987,635.3246753,146.2597403,3.415584416,98.67532468,384.1428571,16.88311688,378.5454545,21.20779221
Carex_laeviconica|TEN|spm00001887|Carex,43.02404179,-97.17161501,84.78358209,127.4925373,28.52238806,10926.34328,301.4402985,-140.4850746,441.9253731,201.2462687,-61.71641791,219.5298507,-63.1641791,690.0373134,103.7686567,18.30597015,51.35074627,279.9328358,65.30597015,266.4253731,65.34328358
Carex_laeviculmis|CAL|spm00001397|Glareosae,46.28158849,-123.6583576,63.24166667,114,39.19166667,6020.438889,228.5305556,-57.79166667,286.3222222,14.43333333,124.3138889,142.5555556,-8.688888889,1427.152778,230.5611111,31.56944444,57.125,636.9055556,123.575,150.6111111,577.5027778
Carex_laevigata|FRA|spm00004373|Spirostachyae,50.40539612,-2.445931796,95.2781893,76.20466392,36.47352538,4695.160219,208.6699588,3.344032922,205.3259259,62.27297668,115.7670782,156.6293553,36.70973937,1077.697119,124.0192044,58.79615912,22.58408779,349.938546,192.2735254,220.3602195,316.8137174
Carex_laevissima|PRM|spm00005425|Phleoideae,46.641333,142.91025,28,65,18,9825,195,-151,346,121,-97,149,-103,845,117,38,36,323,120,310,141
Carex_laevivaginata|ALA|spm00000993|Vulpinae,39.85901247,-79.16193939,110.8013245,114.986755,31.65562914,8686.350993,291.4834437,-67,358.4834437,161.1324503,35.96688742,219.7549669,-4.668874172,1090.271523,110.8278146,69.52980132,13.32450331,310.9006623,229.1456954,289.3576159,245.8344371
Carex_lagunensis|MXE|spm00002467|Ovales,23.399229,-104.5254342,143,146.7692308,59.30769231,3361.846154,263,16.53846154,246.4615385,175,121.2307692,183,97.30769231,711.9230769,167.7692308,5.076923077,97.84615385,452.1538462,28.46153846,341.5384615,70.69230769
Carex_lainzii|SPA|spm00004371|Spirostachyae,41.80389433,-2.300942553,101.9,103.1,36.1,6117.4,260.3,-19.3,279.6,109.5,138.4,183,26.7,515.5,64.3,22,30.2,169.1,83.9,114.6,116.8
Carex_lancea|CPP|spm00005204|Schoenoxiphium,-33.47002958,21.74294337,156.5263158,110.6315789,55.57894737,3024.947368,255.6315789,58.36842105,197.2631579,147.7368421,166,194.3684211,117.6315789,823.5789474,109.6842105,37.05263158,35.21052632,304.8947368,123,168.2105263,253.1578947
Carex_lancifolia|CHN|spm00000070|Clandestinae,27.82308,99.706013,64,116,46,5018,170,-82,252,124,-3,124,-3,814,198,5,95,500,22,500,22
Carex_lapponica|ARK|spm00001641|Glareosae,64.99044105,12.61128731,3.949612403,84.07622739,23.38630491,9237.164083,188.0917313,-165.244186,353.3359173,112.130491,-65.26485788,125.9173127,-112.2609819,525.624031,71.88372093,26.30878553,33.5245478,191.4198966,83.87596899,180.5723514,102.3100775
Carex_larensis|VEN|spm00000601|Ceratocystis,9.3334375,-69.54897913,178.875,108.5,80.5,460.25,242.375,108.5,133.875,180.75,175.375,182.75,171.75,1011.875,149.875,26.625,48.5,425.625,90.875,307.5,218
Carex_lasiocarpa|ARK|spm00000997|Paludosae,60.79282123,14.95042757,39.02029831,74.73488842,25.31832455,7654.335763,195.3581922,-99.12554671,294.4837389,116.3575193,-15.44476842,139.6316586,-57.10866883,684.4906919,84.9511607,34.89469553,28.74206572,234.6316586,113.0414377,208.1580128,148.5491757
Carex_latebracteata|ARK|spm00001383|Phyllostachyae,34.43545063,-94.04699563,155.5,137.125,37.5,7936,332.625,-29.875,362.5,154.625,49.125,254.375,49.125,1361,160.875,74.25,20.25,424.25,284.875,299.625,284.875
Carex_laxa|ARK|spm00001643|Paniceae,65.24939125,21.53714091,-0.755986317,83.43671608,23.23489168,9197.282782,182.8836944,-168.8950969,351.7787913,114.6214367,-71.68529076,120.5644242,-117.631699,546.0262258,76.96351197,26.02166477,35.68529076,206.7890536,82.79133409,204.7411631,97.46978335
Carex_laxiflora|MIC|spm00001023|Laxiflorae,41.10581094,-78.5566701,96.63560732,113.3327787,30.57071547,8978.434276,281.7237937,-85.73544093,367.4592346,144.21797,11.79201331,208.9400998,-22.91347754,1078.049917,109.2645591,68.49584027,14.08485857,308.0665557,225.0848586,286.7587354,241.0599002
Carex_leavenworthii|KTY|spm00005410|Phaestoglochin,37.01902771,-91.33803522,138.9756098,124.4227642,33.28861789,8755.581301,321.6300813,-50.80487805,372.4349593,192.4349593,55.39430894,247.9390244,21.26829268,1089.5,132.7439024,50.34552846,29.20731707,355.4186992,173.1463415,313.0813008,197.402439
Carex_ledebouriana|MAG|spm00003592|Chlorostachyae,68.97059609,111.8575187,-124.2727273,94.09090909,17.54545455,15040.45455,158.1818182,-361.4545455,519.6363636,73.45454545,-269.5454545,76.45454545,-300.8181818,305.9090909,49.09090909,11.18181818,48,131.4545455,36.81818182,128.8181818,44.81818182
Carex_leersii|SPA|spm00004393|Phaestoglochin,49.63580312,5.332294007,98.15876561,79.11937874,32.89909654,5721.734951,226.9321896,-9.484620851,236.4168105,112.5744594,73.08039793,170.8245863,24.96731296,753.6390214,80.96650086,45.14526444,17.14516293,226.8056035,149.1700335,195.6218658,183.8212364
Carex_lehmannii|CHC|spm00003367|Racemosae,30.32123214,95.13575183,44.61111111,127.0833333,42.63888889,6003.472222,176.25,-120.9444444,297.1944444,113.0833333,-28.5,117.4722222,-36,685.4444444,151.1388889,5.083333333,92.13888889,400.1944444,24.08333333,378.0277778,31.19444444
Carex_leiorhyncha|KOR|spm00002471|Phleoideae,48.841139,54.01194933,82,87,26,8980,247.3333333,-89,336.3333333,187,-25.66666667,193.3333333,-36.33333333,659.3333333,116.3333333,23.33333333,54.33333333,300.3333333,76.66666667,294.6666667,88.66666667
Carex_lemmonii|CAL|spm00001029|Aulocystis,38.22984035,-120.0329688,84.18705036,143.8273381,45.68705036,5969.460432,265.6690647,-46.02877698,311.6978417,19.94244604,158.3992806,163.823741,15.81294964,967.4100719,176.7985612,6.338129496,74.64028777,478.3129496,36.63309353,44.21582734,474.5899281
Carex_leporina|WIS|spm00001780|Ovales,57.72075133,11.17783647,59.76757011,71.2871074,27.85526935,6630.994821,199.6510189,-59.39881633,259.0498352,103.5465734,20.39639518,146.6428812,-23.21635618,834.9532585,98.09845988,44.16053534,25.45571323,276.2501849,143.3748066,224.6706571,198.8227857
Carex_leporinella|WAS|spm00001613|Ovales,39.85221809,-119.4001731,36.09708738,131.8834951,42.55339806,6074.631068,213.7669903,-92.82524272,306.592233,-25.25242718,113.3203883,117.9029126,-33.46601942,856.2427184,141.7669903,16.78640777,60.34951456,390.7864078,65.19417476,74.41747573,377.1456311
Carex_leptalea|MIC|spm00001032|Leptocephalae,47.18025688,-91.48798065,47.70970971,108.049049,29.16916917,9533.912913,238.8508509,-143.7477477,382.5985986,106.0750751,-10.06106106,165.9049049,-78.58958959,978.4054054,120.7747748,48.72672673,30.13113113,338.3743744,164.0960961,255.1131131,244.6356356
Carex_leptonervia|MAN|spm00001394|Laxiflorae,45.98263269,-74.26372037,46.80716253,103.3140496,25.72451791,10033.00275,243.4049587,-152.3112948,395.7162534,114.369146,-23.24793388,170.7768595,-87.75482094,1031.15978,109.6721763,63.45179063,17.97245179,313.3305785,203.5757576,287.1900826,236.7906336
Carex_leptopoda|BRC|spm00001399|Deweyanae,43.08401764,-121.9903283,90.35598706,117.4271845,44.74757282,5123.019417,242.7313916,-20.00970874,262.7411003,36.41747573,153.8576052,158.0097087,29.30097087,1273.883495,216.776699,18.27184466,65.90938511,607.236246,78.36569579,96.63754045,565.3203883
Carex_limosa|ARK|spm00001035|Limosae,61.9510494,14.24549961,29.11920737,76.98733304,25.39913463,7872.826801,189.7427729,-114.4974603,304.2402333,108.0927447,-24.02075626,132.8900107,-69.83928012,717.2445601,90.7335549,36.10980122,30.29961748,249.9820656,116.546874,215.2582304,160.5806108
Carex_lingii|NA|spm00003612|Hemiscaposae,25.959029,117.359304,184,90,33,6209,317,47,270,217,115,259,99,1671,281,40,57,763,148,566,199
Carex_liparocarpos|SPA|spm00000556|Lamprochlaenae,44.0363548,5.952181454,94.34735202,90.1635514,34.39252336,5934.165109,236.8317757,-22.21028037,259.0420561,86.23831776,126.4672897,171.046729,19.62149533,883.7554517,98.7694704,47.90342679,20.52336449,271.3333333,173.3504673,195.5358255,217.7663551
Carex_littledalei|CHT|spm00003404|Kobresia,31.23339775,93.4626265,14.75,124.75,36.5,7321.25,168.25,-162.25,330.5,101.5,-71.75,106.25,-81,536.25,142,3.75,116.75,352.75,14.25,342.75,14.5
Carex_livida|NWJ|spm00001410|Paniceae,63.04323898,12.454323,17.12396694,81.44898573,24.73358377,8450.263261,188.2796394,-138.1036814,326.3833208,112.6485349,-45.46851991,128.008565,-90.21141998,654.9173554,86.54891059,32.10217881,31.96483847,235.0297521,103.9134485,215.7607814,133.7806161
Carex_loliacea|ARK|spm00001650|Glareosae,62.3700451,17.32470428,27.36923683,78.12531197,24.33836858,8229.473795,195.1886247,-120.8136083,316.002233,119.5406541,-34.10600289,135.675555,-76.60488638,630.5311966,80.83068436,31.25574675,30.77091817,222.1224222,100.9795087,209.4833837,125.7889137
Carex_lonchocarpa|FLA|spm00000999|Rostrales,32.28840705,-84.25805705,180.6315789,124.4736842,40.78947368,6604.736842,325.4210526,22.57894737,302.8421053,220.9473684,154.3157895,261.8947368,92.63157895,1375.105263,163.3684211,73.84210526,23.31578947,449.6315789,257.1052632,427.6842105,334.8421053
Carex_longicaulis|MXG|spm00000274|Longicaules,20.68448773,-100.4103784,139.1710526,156.0526316,66.60526316,2174.684211,251.4342105,18.15789474,233.2763158,155.2631579,118.5789474,164.2105263,108.9473684,773.1447368,159.9605263,7.684210526,88.98684211,441.2631579,28.82894737,254.0526316,40.10526316
Carex_longicruris|EHM|spm00005770|Graciles,29.14779686,92.59530657,106.1428571,111,43,5409.714286,222.2857143,-34.42857143,256.7142857,156.2857143,50.14285714,170.1428571,32.85714286,1208.285714,273.1428571,9.714285714,82.57142857,719.2857143,42.14285714,697.4285714,56.57142857
Carex_longifructus|NA|spm00004426|Uncinia,-42.16465922,171.9039297,79.75,92.625,45.75,3686.25,187.25,-12.75,200,66.625,72.75,126,30.5,2711.25,277.625,155.75,15.5,785.875,566.875,593.875,677
Carex_longii|ARK|spm00001001|Ovales,16.60655481,-79.03188254,167.0026954,112.1455526,48.13746631,4833.598383,290.6981132,41.35849057,249.3396226,186.9946092,156.0458221,226.6954178,103.3827493,1435.361186,183.1671159,69.38005391,32.30997305,503.9110512,237.0377358,402.6118598,317.3800539
Carex_longipes|EHM|spm00005772|Graciles,25.49561337,96.56057247,137.3157895,98.36842105,45.26315789,4382.263158,236.1578947,14,222.1578947,184.2105263,87.21052632,186.6842105,75.89473684,1517.368421,325.3157895,15.89473684,85.68421053,852.5789474,71.47368421,787.9473684,96.31578947
Carex_longirostrata|CHS|spm00000077|Phacocystis,50.614983,142.921167,-9,77,18,11505,181,-234,415,96,-150,130,-165,720,107,28,45,308,91,283,110
Carex_longissima|MXE|spm00000275|Filifoliae,23.8736135,-110.0938865,204.5,137,57.5,3960.5,318,82,236,254.5,214.5,254.5,154.5,389,111.5,0.5,116.5,275.5,4,275.5,53.5
Carex_louisianica|FLA|spm00001008|Lupulinae,33.80302449,-87.43920929,167.5411765,122.7294118,37.4,7389.058824,326.3882353,-0.223529412,326.6117647,193.4588235,171.1411765,259.0235294,68.48235294,1285.494118,142.9176471,75.61176471,18.32941176,388.9294118,256.7176471,338.2352941,317.8
Carex_lowei|MDR|spm00002858|Spirostachyae,49.84749746,7.481899288,83.6440678,78.30508475,31.88135593,6022.881356,217.779661,-24.33898305,242.1186441,82.16949153,40.37288136,160.7118644,7.016949153,859.9830508,91.6440678,53.47457627,16.20338983,259.8644068,174.4067797,241.3050847,210.3389831
Carex_ludwigii|NAT|spm00000147|Schoenoxiphium,-18.9625,31.02083,141.5,126,58.5,2888,241.5,22,219.5,169.5,103.5,173.5,100,1359.5,260.5,8,76.5,689,36.5,433,39
Carex_lupuliformis|FLA|spm00001011|Lupulinae,35.09122668,-81.52171582,155.4876033,117.5454545,38.19008264,7196.46281,309.892562,-9.231404959,319.1239669,211.9421488,101.7438017,243.7107438,58.60330579,1190.190083,151.4545455,59.56198347,30.19008264,426.1818182,203.6363636,402.7355372,233.1157025
Carex_lupulina|MRY|spm00001078|Lupulinae,40.61307712,-80.66366957,103.5719794,113.4305913,30.52056555,9036.813625,288.1066838,-81.87403599,369.9807198,158.1066838,27.34190231,216.0025707,-17.39974293,1062.849614,114.3984576,62.54884319,18.1311054,318.9614396,208.1670951,292.3251928,228.7956298
Carex_lurida|FLA|spm00001082|Vesicariae,40.31518619,-77.43909568,100.8807157,114.2932406,31.96520875,8608.900596,280.0646123,-78.57057654,358.6351889,124.694831,54.17097416,208.2982107,-13.79920477,1158.466203,123.8280318,72.76540755,15.81908549,343.8310139,237.7017893,299.3717694,272.6471173
Carex_luzulifolia|CAL|spm00001028|Aulocystis,39.65393307,-119.9130474,53.82653061,141.2346939,43.57142857,6285.857143,239.5510204,-81.45918367,321.0102041,-9.581632653,132.1530612,137.7244898,-18.5,994.2346939,166.0510204,13.03061224,65.92857143,460,58.14285714,63.90816327,449.9693878
Carex_lycurus|MLW|spm00000206|Stenorhynchae,-7.567499125,33.30937325,193.5,114.5,67.75,1495.5,277.5,105.25,172.25,200.5,175.5,209.75,171.25,1225.125,247.125,7.75,90.125,641.125,36,345.125,69.375
Carex_lyngbyei|ORE|spm00001085|Phacocystis,61.20278206,-48.08156452,30.68294461,61.9803207,32.42419825,4735.558309,135.9460641,-56.58236152,192.5284257,20.75145773,54.56705539,94.56559767,-23.70189504,1106.239796,140.0145773,53.89941691,28.50364431,379.1705539,176.0787172,216.4526239,328.2062682
Carex_maackii|JAP|spm00002491|Ovales,35.6581609,137.2754853,132.6,89.8,27.4,7944.7,293.6,-26.2,319.8,180.3,47.6,234.6,31.4,1776.9,244.7,65.2,42.9,657.9,216.1,604.4,294
Carex_mackenziei|ARK|spm00001657|Glareosae,63.03576415,8.651251513,34.22936123,69.82144191,25.23907359,7235.978708,182.138588,-95.20097124,277.3395592,89.08180799,-0.561075831,129.853941,-54.95143818,829.6742622,103.0422114,41.64811356,28.03436683,278.0466941,139.053418,214.0302578,202.3982069
Carex_macloviana|COL|spm00002492|Ovales,55.92947492,-46.58189299,18.78421996,98.25762104,31.6742379,7484.713688,187.6491333,-127.1171548,314.7662881,60.48117155,7.031081889,117.4136282,-73.78421996,738.6628811,106.0274955,28.70173341,39.16736402,288.7405858,99.04482965,169.9982068,224.0896593
Carex_macrocephala|ARK|spm00001434|Macrocephalae,49.65749574,-90.91402306,75.01169591,78.33918129,36.07602339,5178.064327,195.3859649,-28.5380117,223.9239766,65.42105263,95.15204678,142.3625731,11.21052632,1683.918129,249.8245614,52.98245614,45.73684211,693.3216374,193.3976608,259.8128655,572.5087719
Carex_macrochaeta|ORE|spm00001671|Scitae,56.19676772,-120.6166123,25.41358025,70.84567901,29.0617284,5879.348765,153.9814815,-85.51851852,239.5,34.23765432,36.41358025,103.2283951,-45.37037037,1270.712963,170.6574074,61.07407407,30.9537037,456.0246914,205.154321,286.6666667,337.5
Carex_macrolepis|ITA|spm00000536|Aulocystis,41.58262211,15.07720051,105.3157895,80.35087719,30.84210526,6136.157895,248.2631579,-5.947368421,254.2105263,71.85964912,176.6315789,184.9824561,29.71929825,873.8070175,121,32.45614035,37.12280702,329.9298246,123.3859649,124.9298246,273.6140351
Carex_macrophyllidion|NA|spm00004706|Indicae,-9.430922333,31.55314567,184.6666667,121,64.33333333,1681,273,85,188,192.6666667,168,201.6666667,159.3333333,1445.666667,299,4.666666667,91,769.3333333,20,294,29.66666667
Carex_macroprophylla|CHC|spm00003400|Kobresia,40.04444131,100.1563596,-21.09375,128.25,36.65625,8682.46875,157.25,-219.78125,377.03125,88.3125,-124.28125,88.5,-131.625,567.4375,121.5625,4.59375,86.1875,330.5,17.09375,330.46875,17.59375
Carex_macrosolen|AGS|spm00000553|Abditispicae,-50.9086425,-70.5654675,39.5,83.5,47.5,3376,133,-41.25,174.25,40,59.25,81.25,-5,487,54.25,26.75,19.25,149.25,94,112.5,124
Carex_macrostyla|Spain|spm00003284|unplaced,42.83754478,-0.848073089,59.30927835,86.15463918,36.17869416,5246.216495,191.4707904,-43.10652921,234.5773196,52.10309278,107.5773196,129.2817869,-3.618556701,1125.522337,121.1924399,68.94158076,15.4467354,327.9312715,236.5635739,241.5945017,280.8178694
Carex_madagascariensis|MDG|spm00002210|Phacocystis,-18.27524486,48.14542529,185.2857143,116.7142857,65.57142857,2456.428571,269.1428571,92.71428571,176.4285714,211,158.8571429,211.2857143,150.8571429,1633.142857,319,32.42857143,80.85714286,890.1428571,114.1428571,883,132.7142857
Carex_madida|ECU|spm00005095|Uncinia,-0.187833333,-78.34366667,86.66666667,98.33333333,87.66666667,312.6666667,144,32.66666667,111.3333333,88.33333333,81.66666667,88.66666667,81.33333333,1097.333333,132.6666667,43.33333333,30.33333333,365.6666667,161.6666667,325,163.3333333
Carex_madrensis|MXS|spm00000277|Indicae,21.39735573,-102.6742624,172.6363636,144.6363636,64,2400.363636,282.0909091,57.72727273,224.3636364,191.3636364,154.8181818,199.8181818,138.9090909,990.8181818,220.5454545,8.727272727,96.36363636,596.0909091,37.54545455,372.1818182,75.63636364
Carex_magacis|SPA|spm00004395|Phaestoglochin,42.19,0.132,100.2,90.2,36.6,5507.2,235.4,-8.6,244,100,118.6,172.6,32.8,886.2,101,49.2,20,269.8,176.2,200.4,208.8
Carex_magellanica|Finland|spm00003017|Limosae,62.61320687,15.21161648,21.48327978,76.89497798,24.65875283,8034.274723,184.722004,-124.2653219,308.987326,102.9556111,-32.58122099,127.2170653,-79.74723313,723.6713079,92.15232655,36.13560633,30.52308699,251.9976794,117.3586219,223.2299179,155.3508271
Carex_mairei|SPA|spm00004367|Spirostachyae,41.53776281,-0.424940727,115.5416164,97.65500603,36.64535585,5797.54041,263.1133896,0.936067551,262.1773221,113.1761158,142.4004825,192.6320869,45.41616405,649.4390832,77.31363088,29.85765983,26.90349819,207.628468,113.8094089,128.9179735,158.9517491
Carex_manhartii|GEO|spm00001761|Laxiflorae,35.32207,-82.123193,124.3333333,130,39.66666667,7124,283,-41.66666667,324.6666667,129,128.3333333,213.6666667,29.66666667,1542,158.6666667,106.6666667,11,430.6666667,346.6666667,401.3333333,388.3333333
Carex_mannii|KEN|spm00000210|Spirostachyae,3.073506752,25.7890196,155,112.1176471,81.17647059,654.7647059,228.0588235,89.94117647,138.1176471,149.7647059,157.4117647,162.7647059,146.5294118,1792.294118,293.6470588,34.52941176,55.17647059,748.6470588,145.4705882,374.5294118,600.5882353
Carex_marianensis|MXE|spm00000280|Multiflorae,20.41578062,-100.8235467,151.75,150.9642857,65.375,2195.857143,262.8928571,32.96428571,229.9285714,168.0178571,136.7321429,176.9107143,120.75,836.0714286,182.5535714,7.357142857,93.17857143,493.25,29.35714286,281.875,42.875
Carex_marina|MAN|spm00001746|Glareosae,69.55919663,-39.33699589,-100.047619,76.08658009,18.19480519,12380.02597,125.3636364,-299.5324675,424.8961039,47.02164502,-211.3766234,63.21212121,-247.5541126,334.1601732,48.83982684,15.04329004,47.71428571,128.7748918,49.13852814,112.952381,63.61904762
Carex_mariposana|ARI|spm00001884|Ovales,37.90997221,-119.6436217,61.86470588,136.2764706,44.34117647,5940.964706,238.3705882,-65.58235294,303.9529412,0.035294118,137.6470588,142.1352941,-4.947058824,856.7823529,150.1823529,9.623529412,70.30588235,411.6705882,42.97647059,52.07058824,405.4352941
Carex_maritima|YUK|spm00002500|Foetidae,64.1914953,-7.892778393,20.85949837,60.58290757,28.17185323,5815.931259,141.4663261,-82.31096145,223.7772875,38.48885276,17.38945657,98.20645611,-48.01230841,1053.769856,126.8743614,54.93822573,26.79516953,342.6843939,182.3539248,241.9247562,277.2675337
Carex_meadii|MAN|spm00001742|Paniceae,39.04795984,-94.47484653,121.7806691,124.2899628,30.71375465,9579.628253,317.7472119,-81.56505576,399.3122677,203.5464684,-3.275092937,240.7360595,-7.609665428,957.0111524,126.4498141,33.36802974,37.66914498,337.1710037,118.1933086,311.3754647,121.4944238
Carex_media|NBR|spm00001772|Racemosae,64.74748847,4.506317718,-0.608510638,82.46329787,24.23829787,8751.671809,174.6324468,-161.4441489,336.0765957,99.48989362,-56.32287234,114.2260638,-111.4015957,619.3101064,83.20053191,30.6037234,33.33085106,222.9095745,99.31808511,210.6781915,126.937234
Carex_megalepis|NZ?|spm00005089|Uncinia,-40.49811477,173.9873315,110.5441176,89.5,46.51470588,3429.661765,210.3676471,19.85294118,190.5147059,77.47058824,140.8529412,153.7058824,65.30882353,1990.25,206.4264706,113.1323529,16.95588235,593.9705882,400.6911765,413.6470588,563.1911765
Carex_melanantha|KAZ|spm00003368|Racemosae,35.30635977,77.9081855,-22.32824427,103.4580153,27.95419847,9000.854962,158.5648855,-208.9618321,367.5267176,-6.038167939,-44.72519084,88.29770992,-142.5954198,307.6183206,55.93129771,6.549618321,59.22137405,149.0381679,27.28244275,92.22137405,60.03053435
Carex_melanocarpa|KHA|spm00003594|Acrocystis,70.72925721,115.3654394,-132.5,92.10526316,16.65789474,15887.28947,158.8947368,-380.2368421,539.1315789,70.44736842,-289.7631579,77.94736842,-320.7894737,284.5263158,44.68421053,11.44736842,47.94736842,121.8947368,36.94736842,118.9210526,42.10526316
Carex_melanostachya|NA|spm00001550|Paludosae,45.60339055,21.85631076,89.97095436,95.09958506,31.89626556,7145.900415,248.966805,-46.22821577,295.1950207,135.3112033,33.99585062,180.1991701,-3.008298755,641.0456432,79.13278008,36.93360996,27.51037344,211.3278008,117.8672199,173.5560166,130.9709544
Carex_membranacea|ASK|spm00001050|Vesicariae,66.5870144,-124.0874434,-97.42325581,85.97054264,18.93333333,12917.69147,134.9364341,-309.4930233,444.4294574,59.58604651,-202.4093023,70.08372093,-254.3860465,290.5007752,52.26976744,10.6,58.26976744,133.2573643,36.58914729,122.427907,43.30542636
Carex_mendocinensis|ORE|spm00001673|Hymenochlaenae,40.76306236,-123.2056287,99.99333333,131.8266667,50.58,4622.746667,253.9666667,-6.78,260.7466667,49.91333333,159.9,161.8933333,46.30666667,1323.4,236.1,6.88,76.57333333,668.1866667,44.42,55.15333333,631.04
Carex_meridensis|ECU|spm00005100|Uncinia,-17.01772457,-74.35641623,75.51724138,96.06896552,74.93103448,1313.862069,146.4482759,10.68965517,135.7586207,75.44827586,72.96551724,90.27586207,57.31034483,963.6551724,127.8965517,39.72413793,32,357.3103448,142.6206897,250.2758621,226.9310345
Carex_meridiana|KOR?|spm00000338|Mitratae,35.555775,137.3385,142,76.25,25.5,7440.75,288.5,-1,289.5,228.5,47.75,239.25,47.75,1768,256.75,48,46.75,678,186.5,631.75,186.5
Carex_mertensii|ASK|spm00001056|Racemosae,50.4153692,-105.9703227,43.96774194,94.97491039,34.11827957,6460.820789,199.4623656,-80.82795699,280.2903226,29.71326165,73.41577061,128.4874552,-34.75985663,1503.713262,226.7741935,46.27598566,45.11827957,628.6666667,168.7526882,232.4695341,528.9784946
Carex_mesochorea|ALA|spm00001097|Phaestoglochin,38.50622238,-91.67817633,126.4303797,124.278481,31.65822785,9231.379747,317.4177215,-70.88607595,388.3037975,182.835443,26.02531646,241.3544304,2.063291139,1012.924051,127.0886076,43.3164557,32.39240506,339.7974684,149.7974684,305.9873418,157.6075949
Carex_meyeriana|MON|spm00006158|Stylosae,66.26797138,104.5094878,-115.5,102.375,19.5,15317.625,172.5,-369.625,542.125,85.75,-284,87.625,-299.625,336,56.125,9.5,54.375,154.5,31.125,154.375,32.625
Carex_michauxiana|MAN|spm00001748|Rostrales,46.07325869,-36.41642117,27.55311355,99.003663,25.86446886,10165.3663,221.7216117,-173.9047619,395.6263736,108.6483516,-43.0952381,153.1648352,-107.9084249,1142.413919,134.5128205,62.4981685,26.53479853,380.6263736,203.4285714,350.1172161,236.021978
Carex_michelii|HUN|spm00002175|Depauperatae,47.00919767,20.34168551,86.29166667,94.29166667,31.03125,7305.916667,245.4270833,-55.10416667,300.53125,153.3125,14.77083333,178.09375,-9.3125,709.8229167,93.22916667,34.52083333,32.85416667,257.1979167,112.7083333,240.6875,127.4270833
Carex_microcarpa|COR|spm00003759|Rhynchocystis,41.06414236,9.187056945,140.1376147,70.44036697,31.60550459,5291.036697,264.6605505,45.82568807,218.8348624,112.706422,208.8715596,211.4220183,78.63302752,668.1376147,95.83486239,9.743119266,48.04587156,262.8440367,55.32110092,77.37614679,231.3302752
Carex_microdonta|MSI|spm00001420|Granulares,35.51837713,-95.47336865,153.5731707,126.5121951,33.76829268,8606.219512,335.3658537,-37.8902439,373.2560976,209.902439,52.79268293,260.4878049,37.53658537,1006.121951,134.1707317,40.65853659,35.26829268,343.5243902,140.0243902,291.7317073,153.2682927
Carex_microglochin|GNL|spm00000590|Leucoglochin,60.40227863,0.642211316,3.495016611,72.42358804,28.48471761,6558.730897,141.9933555,-117.3096346,259.30299,47.56644518,-16.84916944,90.06943522,-77.16046512,909.2079734,111.0634551,47.24119601,28.99568106,302.4910299,153.6302326,243.2129568,226.2980066
