,decimalLatitude,decimalLongitude,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
Carex lupulina,0.143664103,0.294193919,1.389439602,0.419317846,0.169561291,43.41722108,1.00371197,1.874689086,1.327706988,2.616092933,3.45604597,1.017302573,1.904144157,6.272681237,0.839601158,0.693609918,0.374695432,2.169611386,2.101982115,1.840168659,2.836572632
Carex lurida,0.163157561,0.271040379,1.344642493,0.425149191,0.20550098,46.15673215,1.022315009,1.825894843,1.350641977,2.695614879,3.123213279,1.030118808,1.842090277,5.671872249,0.990517715,0.523699003,0.349453756,2.411466197,1.584032636,1.40179602,2.453884486
Carex luzulifolia,0.205760043,0.343621547,2.399901179,1.197145864,0.26429268,60.33461467,3.003929065,2.703535348,2.478457357,3.048590417,3.249798972,2.459979722,2.506345828,24.01608883,4.66532735,0.677468537,1.187303086,13.01997203,2.060417129,3.11184616,13.1598425
Carex lycurus,1.481504086,0.863672799,13.44831376,3.5,3.876439825,281.431608,18.2140056,9.936854202,13.1322259,14.64581852,11.14835029,15.65219063,11.39822981,165.1994938,28.56848757,4.843073109,8.582451989,77.36611419,22.67078044,35.3611154,52.89779144
Carex lyngbyei,0.19232837,1.814131353,0.868365813,0.420078728,0.170826415,45.57468549,1.02789932,1.289051525,1.526018386,1.079843736,1.505428035,0.807249639,1.194621535,12.45822295,2.024971683,0.644436181,0.421525808,5.585968979,1.985162623,2.312086069,5.173429221
Carex maackii,0.105463595,1.025262718,7.374430298,3.395421754,0.686375343,83.27171722,6.800653563,10.34171703,4.004996879,24.84800461,13.52462774,7.297183627,7.794870108,127.0714978,14.33802249,12.50493236,3.358074845,36.2731765,37.59091202,25.5865416,88.98614124
Carex mackenziei,0.086477457,0.619296392,0.555624162,0.243223962,0.057005123,36.52155102,0.624722792,1.096187877,1.324845895,1.017284539,1.122007553,0.516659835,0.905074381,8.55930086,1.06117089,0.408693658,0.119928483,2.832595021,1.481463785,1.480129799,2.59702606
Carex macloviana,0.404814321,1.615849723,1.179389147,0.742209886,0.242369415,55.53531781,1.30327389,1.87321817,1.841265623,1.47286723,2.384986784,0.915711794,1.760318951,9.276178773,1.53517108,0.3951557,0.447698431,4.407232011,1.246229712,1.607897673,4.716555304
Carex macrocephala,0.46240331,7.251275224,2.751280689,1.126552374,0.700156326,148.9176999,2.434213598,4.753876801,4.481768902,3.472347832,6.14474715,2.086672559,4.30126978,61.26659332,9.333140981,2.639677516,1.030609804,25.57536585,9.281681532,12.99961475,24.54782247
Carex macrochaeta,0.204503686,4.913173297,1.471251162,1.224343735,0.158942863,99.0744722,1.407683634,3.236485304,3.962687166,2.394408027,2.909586983,0.895072556,2.64248267,36.28537797,5.701569886,1.618555686,0.457216433,14.06176443,5.518999146,7.142505587,11.33239443
Carex macrolepis,0.38179075,0.716527875,2.432182655,2.403721429,0.649266732,32.13446636,3.418907174,2.214446339,2.725625269,2.583618942,5.46804522,2.350877193,2.624918472,8.019456236,2.79712975,1.829525011,2.398578079,7.485150699,6.629931105,6.646265447,10.6260118
Carex macrophyllidion,0.914258833,3.613517833,8.29323687,11.01514109,1.201850425,34.81857742,15.56705924,5.686240703,21,8.29323687,4.041451884,7.859884082,7.535103037,58.61266454,24.00694344,2.603416559,1,29.89611643,8.96288644,23.00724524,11.62373052
Carex macrosolen,1.831946143,0.915017305,4.272001873,5.5,0.866025404,310.4601424,3.366501646,11.77833463,14.03789514,4.020779361,7.97260936,2.286737122,8.246211251,33.29414363,1.842778699,2.358495283,2.528998484,7.087253817,7.314369419,17.05627939,7.337120234
Carex macrostyla,0.030594156,0.129393901,1.46979771,0.508116854,0.155123729,14.46420631,1.650110331,1.390544549,0.58490522,1.612175601,2.913471516,1.394005132,1.470879636,9.110928217,0.75876381,0.887097324,0.267040954,2.017974172,2.753415343,2.652613204,2.133664028
Carex madagascariensis,0.679288887,0.277161416,4.617329086,3.926189754,1.212183053,112.6819919,4.361239292,5.299210569,3.235643329,5.537749242,6.005666259,5.475983433,3.857142857,39.82726308,4.780914437,5.437336283,3.467046028,10.5207925,19.00429597,14.61571235,24.22288792
Carex madrensis,0.735891101,0.949421712,9.842646288,3.899353623,1.414213562,242.7567534,9.390957493,11.73114806,5.556769381,7.387055912,10.31399595,8.041730006,12.78596855,103.9097351,17.62248751,3.136561259,2.806721566,51.98853974,9.484306307,38.22750513,12.78868301
Carex magacis,0.489734622,0.565671283,9.881295462,3.63868108,1.326649916,128.067326,9.298386957,8.925245095,4.816637832,9.741663102,40.59014659,9.314504818,10.59433811,101.9756834,11.97914855,7.282856582,2.144761059,31.68343416,20.09328246,27.29395537,36.41483214
Carex magellanica,0.035593002,0.129931616,0.211624739,0.084555949,0.018055416,11.34014577,0.191592656,0.394338467,0.425779733,0.299682261,0.352706543,0.170696815,0.326069595,2.344618788,0.264038836,0.118594938,0.043472998,0.73870287,0.406660102,0.37678374,0.743366437
Carex mairei,0.105668993,0.097809377,0.831013019,0.436806522,0.067421633,14.81536945,1.067182158,0.782006984,0.903022608,1.194935529,2.646707777,0.880598415,0.855530615,5.976624914,0.628383406,0.565517689,0.413652626,1.798449602,1.736630327,1.914882458,2.03196881
Carex manhartii,0.135732693,1.071575784,15.24612883,3.785938897,1.201850425,184.5182918,18.71719352,12.8105859,6.064468466,61.32971004,21.33333333,17.45788583,12.77149604,180.0111108,17.7982521,14.37976974,1.732050808,44.19778778,44.83426269,28.15038977,53.73494621
Carex mannii,0.946145197,3.181816762,7.387389892,6.318089315,1.298288733,61.39407002,7.753306026,9.479649483,8.359075006,6.846279266,8.081414236,7.493884473,7.396400976,145.2695457,26.60591227,2.925694547,4.461629956,70.42131305,11.99390705,23.821505,85.20580875
Carex marianensis,0.282698111,0.389282146,3.102810833,1.404067442,0.638872028,112.7475154,3.525848758,3.852302759,3.119050924,3.169199484,3.787410028,3.438728698,3.460467839,32.61182418,7.098514553,0.528062233,1.361365611,20.10682914,1.855743729,12.72026868,1.643575154
Carex marina,0.396545764,6.00932069,3.539629309,1.259813863,0.310862197,242.8948845,2.702033917,6.602569962,7.838225871,2.494854074,7.761723292,1.900164961,6.042881263,18.71334529,2.010676723,1.171205179,1.120460961,5.228496774,3.705946628,3.81640706,5.615938298
Carex mariposana,0.137903844,0.115294889,2.315205629,1.05478219,0.157226634,26.99627914,2.97267784,2.091247295,1.71006341,2.042736815,2.580137952,2.416138801,2.152023498,21.50453934,3.916502996,0.356721833,0.633502909,11.01820718,1.056066721,1.062592973,10.90932119
Carex maritima,0.123956852,0.576681914,0.783717743,0.217861132,0.093107291,40.7678986,0.509567862,1.336862391,1.306821923,0.671667373,1.383235329,0.481370825,1.214558091,7.400496307,0.905483503,0.389757645,0.166653032,2.418002628,1.32918607,1.413275154,2.162777997
Carex meadii,0.210688017,0.396484737,1.684615724,0.557359886,0.170956066,47.2892881,1.395357801,2.063480003,1.391201065,1.921345899,2.732653987,1.314129317,2.171169453,8.468827342,1.043208528,0.840927946,0.651988898,2.159799946,2.936132253,1.936828586,3.637642431
Carex media,0.088114712,1.073925253,0.542678209,0.285957169,0.043522223,39.51967979,0.498005096,1.131552807,1.367935049,0.788992811,1.041622301,0.402084339,0.95793471,4.416133202,0.448242106,0.243294555,0.211664996,1.216205397,0.849380334,0.865005977,1.449922618
Carex melanantha,0.23394235,0.696918757,3.269917383,1.819715204,0.597397231,102.9770848,3.278250884,3.777508687,2.442992501,5.377585596,6.026054737,3.185232636,3.903861988,15.87338872,3.384174264,0.475372801,2.236154374,8.848256923,1.745870888,7.459212168,5.12329417
Carex melanocarpa,0.674133809,3.869011962,4.025832305,1.156827389,0.22716108,304.7349941,4.282982548,6.58206043,9.097321996,3.904204497,9.386094419,3.880312376,6.524072711,13.84853736,1.793819508,0.738782752,0.951114767,5.097595098,2.379364633,4.540066859,2.782997932
Carex melanostachya,0.305615182,1.17921835,1.647501129,0.907739219,0.213497137,72.98854185,1.398599715,2.830444936,2.783900297,3.01129059,4.352113117,1.445532775,2.280911769,10.52864966,0.997262427,0.968994946,0.928515376,2.583244445,2.913909241,3.284455335,3.596363608
Carex membranacea,0.181084645,1.465467943,1.666693967,0.793316003,0.16042776,74.24457259,1.521511253,2.211719621,2.28602918,1.424170963,3.496445559,1.167107465,2.220609825,6.663522405,0.987037057,0.336907935,0.474870849,2.548052084,1.112880498,2.178977272,1.605450654
Carex mendocinensis,0.152683965,0.075158791,1.576093681,1.395414243,0.362105451,86.78719593,1.977715145,2.448500797,3.754230266,2.271168119,1.201816299,1.201719375,2.286150241,32.60243331,5.556669612,0.26094305,0.584845659,16.33832838,1.619712737,1.860473988,14.93011275
Carex meridiana,1.30020008,2.094582755,12.45659129,6.101570836,0.866025404,307.1884262,4.974937186,17.0636065,13.20037878,6.837397166,15.59046183,8.290305583,15.59046183,281.8536854,39.61770438,6.363961031,2.25,108.2774215,28.92951204,79.17530655,28.92951204
Carex mertensii,0.398890237,4.55407737,2.099592548,1.338777332,0.44809288,112.9094958,2.043597107,3.79540198,3.796362673,3.524477179,4.568197333,1.429911409,3.346814736,41.77155934,6.923607225,1.760165215,0.964334258,19.38302231,5.399790265,8.872964851,18.95979686
Carex mesochorea,0.199087633,0.814666204,1.844461832,0.878525348,0.38718773,100.7918234,1.47725453,3.058765947,3.03117816,5.821103154,8.026327473,1.379009656,2.973830563,14.85796403,1.61984106,2.284641317,1.792680285,3.091243601,7.736708818,5.146522183,8.576600219
Carex meyeriana,4.785208996,1.053398963,20.23610634,7.846604134,3.5,1260.963279,2.859820174,27.43950326,26.66487624,3.045781626,31.44723472,2.652071293,33.71357161,60.47756373,11.42434353,0.801783726,3.977335343,32.95559783,1.89395184,32.97723105,2.129197535
Carex michauxiana,0.587572872,5.018809619,2.463640867,0.881612424,0.628919777,152.6381982,1.525801304,5.11734312,4.92858187,4.226172868,6.000230356,1.437093758,4.495614976,28.58022126,3.533518041,1.882095303,0.769738134,9.816601966,5.795624131,9.948495514,6.963182111
Carex michelii,0.317822914,1.100304479,1.862305958,0.805125667,0.26008312,74.58769957,2.023748519,2.540353234,2.30250403,4.876418204,5.432045897,1.990717391,2.3079911,14.52372526,1.704256743,1.056929844,0.822381433,4.846608051,3.235491118,6.096092948,4.654363751
Carex microcarpa,0.127735982,0.045415097,1.709818541,0.971949271,0.28249083,25.91464209,2.091276582,1.630095948,1.470387484,2.377125232,1.626387049,1.626345264,1.802339508,10.80336545,1.483836242,0.424304475,0.590380993,3.739973674,2.019804335,2.005371112,3.915888705
Carex microdonta,0.334033805,0.263129708,2.890349354,0.765336795,0.390067428,124.5635331,1.286146999,4.836159536,4.212683955,3.851723678,7.484858505,1.626734259,4.55242126,20.55708916,1.76321994,1.999263604,1.044918416,5.011105571,6.57800061,7.135080892,10.17378427
Carex microglochin,0.275428873,0.63992998,0.562322649,0.306208226,0.114754751,40.24657226,0.461628976,1.204890161,1.411317273,0.848619066,1.260518401,0.371667117,1.029734535,7.438155502,0.830807793,0.453947398,0.226220976,2.29959107,1.443847023,1.445971043,2.457452187
Carex micropoda,0.519970069,3.808160603,2.344349378,1.832909969,0.347872433,140.1242863,1.519614679,4.683433031,5.064803994,3.218065357,4.645778752,1.121162462,3.977775622,46.13069108,6.945765401,2.071952719,0.901782953,17.90871429,6.843444231,7.639124768,15.51846872
Carex microptera,0.187422867,0.226774001,1.008498001,0.683295953,0.177583843,48.83173467,1.15643382,1.752005605,1.667258976,2.474750354,2.830700689,0.911659652,1.494332163,10.75603939,1.977041912,0.34759969,0.661522797,5.662113191,1.16237437,2.096838883,5.879238599
Carex mildbraediana,0.158149659,0.106283749,3.747451468,1.962669357,1.216665991,18.48956206,5.101533203,2.714741698,2.904122079,3.790104421,3.822233307,3.891907347,3.804518232,39.35926668,6.55096843,3.472347795,2.355069231,12.68480742,14.02765654,32.87143986,26.82708161
Carex misera,1.231433961,3.841003252,13.11343027,3.113550454,0.226581742,116.6995436,9.369283972,13.12814588,7.943859938,16.30923271,18.77308103,12.00706637,12.99579259,128.5645683,9.612933067,10.91034895,3.390835864,29.35922829,32.5340481,31.03134216,32.58227909
Carex missouriensis,0.571849492,0.827553673,3.380302215,1.058801265,1.149238626,229.1937293,1.62401311,6.804079694,7.199371505,3.148959027,6.421147365,1.320673723,6.421147365,16.53020732,3.564917379,1.384033923,1.450184768,7.393981272,5.274328473,6.192206024,5.274328473
Carex mitchelliana,1.179174786,1.709417099,9.159087776,4.635131546,1.7,240.4541097,7.597952941,9.679531669,6.202508453,29.61351043,15.96245595,6.817379751,11.53877521,40.66077826,6.807593799,0.94809751,1.229272594,18.08378648,3.197915988,19.9912203,14.91963658
Carex mitrata,0.062419895,0.21554098,1.218921447,0.815557191,0.118114994,41.77626916,0.901775131,2.084602173,1.853540521,1.560824179,1.732410348,0.958595972,1.644615625,24.02109332,3.89065267,1.599556053,0.444211711,9.385870557,4.902554344,7.327210041,6.700929633
Carex molesta,0.133223115,0.327182907,1.388428519,0.608509582,0.181455493,49.03560098,1.261979636,1.823242386,1.598976225,2.618633859,2.392671013,1.185259647,1.868481297,8.065231616,1.237284401,0.934019324,0.903670101,2.564842884,3.248299407,2.910165487,3.52392272
Carex molestiformis,0.236137661,1.021510429,3.11434962,2.082195281,0.615233611,148.9993566,3.718170705,4.359467706,5.028678087,10.09623119,15.73720128,2.891423625,4.571561391,39.53636259,2.57996092,4.973317233,2.839217678,6.396667521,17.17994218,7.293039816,18.35976557
Carex monostachya,1.484125229,0.368598406,8.808504049,3.225270045,0.981585884,60.91150175,10.55076018,6.955125251,5.254377343,7.936135616,9.226387849,9.346338502,8.66657184,86.01387439,16.89802925,5.739581935,7.734882182,34.5249531,23.70371021,37.1424838,33.61745285
Carex monotropa,0.119474431,0.10958923,6.444128003,2.988071523,0.56694671,59.92458058,6.559991017,4.004183081,4.620412783,6.419835334,6.081110977,6.283304124,6.187364717,32.28911664,8.301785522,0.497762852,1.592392629,22.80957662,1.711306936,22.94947867,1.684355536
Carex montana,0.054328054,0.049320462,0.162175396,0.095461393,0.036880101,6.172116109,0.157356917,0.2295283,0.207449189,0.424689653,0.384840465,0.121934661,0.209779422,1.939123284,0.225603994,0.136945203,0.061826043,0.654952581,0.447612572,0.616978815,0.569457378
Carex moorcroftii,0.099732796,0.491097045,1.789347408,0.818294406,0.278554275,52.55838671,1.342578859,1.942325636,1.446215363,1.743692897,2.126724031,1.431079464,2.198701708,8.951047395,2.130334185,0.144383948,1.681658165,5.888073169,0.687505098,6.049811934,1.251632675
Carex morii,0.197580009,0.142036578,6.12284436,1.423927288,1.545630108,137.0429364,6.775111093,6.214382219,3.091969549,6.257586874,6.305664399,6.547101369,6.208360036,144.9383669,44.24127712,10.15861056,5.452862484,111.105599,31.41951567,118.6615472,31.25459164
Carex mossii,0.613329199,0.427994194,3.839199888,2.902614351,0.64908797,137.8374671,4.889690204,5.96374154,6.848109129,3.698225351,4.704776364,3.952266206,4.544738554,44.78245222,9.607111878,1.413491841,3.143758889,27.59817767,4.786531558,28.1849335,4.892889005
Carex moupinensis,0.825308444,0.686640478,4.64889717,2.040408122,1.280412349,208.1394254,2.06361416,5.042000467,4.790154301,3.20501308,6.61167798,2.873761194,6.61167798,73.73564659,27.9232427,1.732050808,5.022398809,59.34678438,5.126296086,55.05816343,5.126296086
Carex mucronata,0.056722989,0.102860962,1.166796938,0.462824032,0.078035655,18.99397081,1.396934459,1.270653177,0.972723749,1.730557646,3.1973128,1.261620503,1.145974725,8.368610794,0.997732657,0.650599513,0.311287359,3.027495755,2.090811501,4.478788683,2.439839565
Carex muehlenbergii,0.3977897,0.42322626,1.733372713,0.790762804,0.698728097,140.1271764,1.359382814,3.044097286,3.344230045,2.583653766,4.135346614,1.418056148,3.28450086,13.40832691,2.881739759,1.204593649,1.238223888,6.466094813,3.910881254,3.821113923,4.52186356
Carex multicaulis,0.140415325,0.4709254,1.114676328,0.414166976,0.120291449,25.07851398,1.143465071,1.137214283,0.936133099,1.19427714,1.212317539,1.149475283,1.158103637,12.71464263,2.337344835,0.120323151,0.335123336,6.332942869,0.613162115,0.856754325,6.277239062
Carex multicostata,0.11561534,0.090946758,1.45984726,0.658124752,0.117920054,23.37183068,1.794335068,1.442929011,1.243119837,1.439133853,1.609685901,1.475289762,1.472962092,13.72885373,2.520939751,0.232472981,0.502854526,7.194670817,0.690457786,0.700982867,6.994455944
Carex munda,0.375161037,1.295040552,16.04537218,4.371843533,0.520683312,207.9461118,11.84738937,20.70500285,10.49656028,13.74345443,17.19601283,13.30628208,17.75195943,150.5785309,36.85240403,1.140036201,2.928459154,96.03017714,4.56536304,96.36097807,4.84797454
Carex muriculata,1.035823289,0.903325132,7.670288999,4.661455424,1.040833,374.4265337,5.921359641,11.87785054,14.07346795,3.119161212,5.793315113,4.534589287,10.9876825,39.96769529,12.04851305,1.779513042,9.652288157,31.56210808,5.845225972,23.32559395,5.437140793
Carex muskingumensis,0.190587094,0.47663268,1.863689999,1.17115256,0.260881802,55.29726991,1.713485012,2.359855442,2.043261484,2.971798302,6.111263028,1.527798082,2.414957371,12.26359187,1.459279954,1.476144296,0.944525443,3.653440975,4.62996873,3.020134898,5.185549198
Carex nakaoana,0.431649121,1.851750962,46.3543867,9.403013701,1.190238071,546.9333255,37.27683597,58.57758388,26.15140213,39.56639989,50.76169816,38.89596166,50.13398714,635.7823756,163.1223978,0.853912564,2.839454173,435.8635824,6.589132467,436.4498826,8.953584012
Carex nardina,0.232102105,1.651300814,1.421967008,0.617860311,0.16058933,78.81064911,1.224927413,2.354023143,2.459133083,1.212499204,2.938052908,0.880404843,2.206277356,10.25521607,1.336241962,0.51325871,0.404748775,3.754662765,1.691615803,2.063098969,3.686862685
Carex nebraskensis,1.400812123,1.737972028,8.405429178,4.257225263,1.250454463,370.0483037,9.811866656,10.1168381,12.63852173,23.06799149,23.79297764,9.846340093,9.8385311,27.51399343,5.332575704,1.8772232,5.154152623,15.27462109,6.164145863,12.17455686,26.77790504
Carex negrii,3.950119689,10.22272501,28.55772451,13.04586408,4.203050954,1048.082385,26.90752061,39.90240395,36.31959489,43.43841405,52.44322805,24.45865965,37.42531277,290.7682274,44.91124495,14.98871606,11.37652625,120.9016699,49.86644131,84.03740704,96.9936332
Carex nelsonii,0.324164617,0.26871839,2.186681607,1.937724108,0.311233187,42.11301416,2.909108146,2.430765491,2.577755673,11.73840379,5.950048835,2.308738464,2.070000069,20.89049771,2.357917789,1.040845672,1.220061978,6.205087654,3.404572709,5.146733701,7.770332891
Carex nemostachys,0.889423674,1.595579292,4.53770128,1.944410167,1.335241638,278.68107,2.390899387,6.972907474,6.665795146,3.351489614,7.625181026,2.114153881,7.643369437,67.17173986,9.519416962,4.389002093,1.764856542,26.04892631,13.83022026,23.61368962,13.61937648
Carex nemurensis,3.950119689,10.22272501,28.55772451,13.04586408,4.203050954,1048.082385,26.90752061,39.90240395,36.31959489,43.43841405,52.44322805,24.45865965,37.42531277,290.7682274,44.91124495,14.98871606,11.37652625,120.9016699,49.86644131,84.03740704,96.9936332
Carex neochevalieri,2.859471263,5.581736981,11.37614463,0.75,1.493039406,138.614799,14.59095039,15.17399091,3.06526236,7.399324293,15.10173831,13.17431213,10.11599394,190.5885621,43.04358256,1.181453907,3.54436172,130.5730957,5.706356105,23.14222332,263.7711682
Carex nervata,0.097743688,0.202017576,2.151137305,0.822375264,0.145271961,44.39674674,1.738543216,2.733286126,1.649886961,2.641577831,2.63423792,1.823089662,2.601498249,24.94687254,4.132317154,1.678300411,0.68952888,10.24898916,5.251788762,9.513385993,8.92658502
Carex nervina,0.119173143,0.128582871,1.783839118,1.025913648,0.141332052,35.52648733,2.527317148,1.888725424,2.061473141,1.735167742,1.951514433,1.876319358,1.749223763,21.00686794,3.816664546,0.358894745,0.607680042,10.81403504,1.012685984,0.965833123,10.5188612
Carex neurocarpa,0.074907494,0.80295113,2.11271673,1.14402163,0.192371788,39.02908216,1.702048454,3.149238715,2.020680777,1.694877235,2.536152024,1.831890057,2.536152024,21.61596294,2.332107817,1.360199196,1.208787733,6.279263635,4.386019317,7.917888379,4.386019317
Carex neurophora,0.325628827,0.66034736,3.681619213,3.048842348,0.442535313,134.3605824,4.077075659,6.2238196,6.831986851,6.272393073,8.170575235,3.058319475,5.032566269,76.62865172,13.81471139,1.440720703,2.704045089,39.86611279,5.232760705,6.004270836,37.81128435
Carex nigerrima,0.295766424,0.743796567,21.1266025,7.666666667,1.201850425,168.3808514,28.8058636,15.56705924,13.37078075,17.7043623,18.11383756,24.24871131,19.47077582,33.49792697,10.96965511,1.855921454,1.855921454,23.10363127,5.04424865,17.34294605,19.18622191
Carex nigra,0.033655765,0.06692809,0.238145984,0.082779768,0.03097097,11.50951017,0.169787729,0.404852744,0.413169951,0.326341338,0.360128298,0.162517714,0.361245594,2.371634579,0.289464796,0.124742639,0.047968473,0.808951053,0.408244235,0.397053926,0.805330288
Carex nigricans,0.323758205,0.522626925,1.248630155,1.183591157,0.266819113,55.14512456,1.362013799,2.293552324,2.358232243,2.42721871,3.108329859,0.906038135,1.900687849,28.21401671,4.638897687,1.004112192,0.817414318,13.1864843,3.370140735,4.299813462,12.37036406
Carex nigromarginata,0.296063816,0.595949997,2.387150161,0.993285093,0.40314677,87.01364725,1.719868282,3.44287435,2.752482941,5.132718183,7.867905759,1.746799949,3.376074683,14.01527521,1.949437094,1.253792377,0.736542553,4.741863607,3.680903313,2.995294242,6.783664658
Carex nivalis,0.110494682,0.182458083,4.214721326,1.05686733,0.250654451,63.1704862,4.032086633,4.680686262,2.208576076,5.216229976,6.658373173,3.948379472,4.61778267,20.91412573,4.049679794,0.54191936,0.989066732,10.43957201,2.086144714,4.748646885,5.944520387
Carex normalis,0.174041402,0.507777882,1.711562429,0.57196708,0.176730271,50.72852461,1.465817562,2.268536961,1.666392924,3.574821217,4.618894569,1.426841568,2.217054581,9.393950244,0.81925894,1.286310026,0.715997827,2.078885022,3.914613014,1.738731935,4.391610221
Carex norvegica,0.06360523,0.331151175,0.290132224,0.191467061,0.048851932,22.59705093,0.317470991,0.64799166,0.823362559,0.625733788,0.737159638,0.237886347,0.543164885,4.831190938,0.533877555,0.251627243,0.090050955,1.512021373,0.854832631,0.853768425,1.51682703
Carex nova,0.182040911,0.413699284,1.776925582,1.170997238,0.201641754,40.92835896,2.245494693,1.904587098,2.060079299,7.010932401,4.563882869,1.860952715,1.682868376,13.34010536,1.4319767,0.829838706,1.019307769,3.73395178,2.848073322,3.846025518,4.728995486
Carex nubigena,0.473869461,1.703388085,3.653861885,1.566486746,0.785429948,167.4806087,4.158698011,4.851393094,4.688469812,4.738308205,4.659357342,3.87105065,4.538873697,56.00227334,9.17352016,2.902174621,2.232179553,24.49377833,9.131083397,22.15630163,11.63868124
Carex nudata,0.168865182,0.119861908,1.753534131,1.071144305,0.326435362,78.41867616,2.299621526,2.239437076,3.004862349,1.916736591,2.247216305,1.771589774,2.194517896,23.82331859,4.024803914,0.378422195,0.713769077,11.65792899,1.724687768,2.01390765,10.97149419
Carex obispoensis,0.091387365,0.421755815,1.242118007,1.530592107,0.632382191,133.9171004,3.205709157,2.259794955,4.696293391,2.609209064,3.677313491,2.267740819,2.033313405,18.65017521,3.745119737,0.261105382,0.846850407,10.23063354,1.085147558,4.730991651,10.68086318
Carex obnupta,0.198040335,0.085498198,0.87671677,0.902199174,0.367355568,50.91008843,1.356705088,1.120231939,1.87783825,1.256327694,0.936943007,0.783116779,1.270100257,27.65881424,4.039303848,0.850001565,0.662847287,11.87598458,3.030551705,3.480307539,11.07752239
Carex obovatosquamata,3.950119689,10.22272501,28.55772451,13.04586408,4.203050954,1048.082385,26.90752061,39.90240395,36.31959489,43.43841405,52.44322805,24.45865965,37.42531277,290.7682274,44.91124495,14.98871606,11.37652625,120.9016699,49.86644131,84.03740704,96.9936332
Carex obscuriceps,1.341070982,4.604238081,37.99181198,9.598611011,3.809345234,801.4134354,34.65031666,44.70396453,22.729814,43.0416465,36.7499811,31.5334919,44.42853187,194.5761205,64.33942113,0.881917104,10.94455725,149.848238,4.702245327,107.9152188,8.719390906
Carex obtusata,0.231564,2.64902224,2.361052396,1.059618361,0.170306161,108.1967992,1.191015008,4.127153688,3.76090528,1.487368126,2.94626532,1.260594502,3.585303575,4.559034436,0.47109664,0.336711072,0.581178544,1.307908359,1.03610036,1.313075271,1.313773348
Carex occidentalis,0.208292559,0.39576618,3.253649918,1.091854735,0.245676357,78.41209697,2.976880262,4.264858454,3.192202505,6.097548177,6.052976694,2.974493647,3.825899825,12.08225093,2.265845225,0.868490714,1.643495972,6.397950116,2.690112075,4.315032911,8.46062793
Carex oedipostyla,0.191071559,0.375226432,1.435745605,1.057771771,0.287142167,46.51408674,1.407945358,2.013771455,2.110115005,2.593222782,3.818572342,1.271618321,1.839860103,9.164600417,1.672029643,1.139856236,1.307744922,5.091456092,3.876052619,4.028676783,6.30489807
Carex oklahomensis,0.2932473,1.203741715,2.471794558,1.219200032,0.345361988,99.6728757,2.190078851,3.606825702,3.651500786,3.787358769,11.97044668,1.775267192,3.483103411,12.00475808,1.517223209,2.703827941,1.359734934,4.147892371,7.725477101,4.250668134,10.1527928
Carex olbiensis,0.088058161,0.275358078,1.05603533,0.862279187,0.201905595,30.99341978,1.29147469,1.268286166,1.625973954,2.473761696,4.052026585,1.081239425,1.177922222,8.735650325,1.312547847,0.770984721,0.588338544,3.80556796,2.210689853,2.282383102,4.222894458
Carex oligocarpa,0.149872225,0.475208385,1.507185099,0.731254285,0.20376909,45.10022578,1.462931332,1.643218957,1.407360548,3.308647507,4.261765697,1.393625291,1.824670489,9.817509754,1.252275776,1.3001004,0.935786472,2.824842675,4.366027095,2.526100426,5.210899837
Carex oligocarya,0.110464363,0.140549333,7.518969625,0.877037857,0.281552891,84.56825419,7.581485818,8.205352893,2.621280434,7.036633752,7.095462907,7.410226443,7.978920984,11.20714913,1.753420303,0.415042813,0.764364359,4.743412452,1.485046795,2.935507293,2.804819334
Carex oligosperma,0.190929264,0.724469212,1.825771706,0.648163469,0.137894011,85.9416997,1.52712402,3.295591381,2.921691626,3.146669639,3.987037177,1.306934135,2.879814567,10.63744877,0.87285668,1.044915476,0.593826617,2.649169421,3.12567043,1.930149778,4.174820376
Carex opaca,0.174073779,0.228537725,1.69371429,0.853697337,0.273987782,71.69106351,0.954021095,2.824275305,2.297761171,3.135822992,12.04747283,1.132368343,2.648583576,11.82735428,1.112384463,2.001480047,1.054688433,3.296498746,7.10443543,3.841622641,9.024824355
Carex oreophila,0.096404622,0.23844497,2.658796049,0.822398496,0.267261242,83.00041684,3.633917603,2.679285619,3.726114407,2.956530302,2.425681053,3.271904207,2.425681053,8.265542718,1.411053305,0.323899235,0.411877236,3.772255388,1.209154073,3.017434459,1.209154073
Carex orizabae,0.161450559,0.361349741,5.137909172,2.85169853,0.365423087,47.33428845,5.19588604,5.762199944,3.908048978,5.387650966,5.288179561,5.39353416,4.772211858,76.7154765,9.908854845,3.126539899,1.605823945,27.57419016,9.75694624,16.76145164,14.26831681
Carex ormostachya,0.223525738,0.551531377,2.432748629,0.861124557,0.25911539,92.77925457,1.824574701,4.26276476,3.19791699,6.165701181,5.188263776,1.848784737,3.613731492,12.43715702,1.283604415,1.361583878,0.674267169,3.57015023,3.874479853,3.742322738,4.804695083
Carex ornithopoda,0.089566717,0.053002384,0.404112051,0.121077139,0.046876391,10.15307641,0.381390514,0.504291132,0.340837385,0.590900588,0.659474191,0.348112555,0.474998282,3.211935312,0.363912858,0.203379584,0.094036351,1.003780529,0.70879826,0.85860223,0.984286921
Carex oronensis,0.058475,0.16403,0.5,0.5,0,59,0,2,2,1,1,0,1.5,6.5,0,1,0.5,0.5,1,3.5,2
